Channel,Frequency,UpperLimit[ft],LowerLimit[ft],DepthValid,Depth[ft],WaterTempValid,WaterTemp[C],WaterSpeedValid,WaterSpeed[kn],PositionValid,PositionX,PositionY,TimeOffset[ms],SpeedValid,Speed[kn],TrackValid,Track[rad],AltitudeValid,Altitude[ft],HeadingValid,Heading[rad]
Primary,200kHz,0.000000,19.600000,T,6.091000,T,12.279999,F,0.000000,T,18427952,8467899,242690,T,2.896328,T,0.680678,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.178000,T,12.279999,F,0.000000,T,18427952,8467899,242796,T,2.896328,T,0.680678,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.282000,T,12.279999,F,0.000000,T,18427953,8467900,242897,T,3.090713,T,0.610865,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.401000,T,12.279999,F,0.000000,T,18427953,8467900,243004,T,3.090713,T,0.610865,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.401000,T,12.279999,F,0.000000,T,18427953,8467900,243009,T,3.090713,T,0.610865,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.506000,T,12.279999,F,0.000000,T,18427953,8467900,243119,T,2.993520,T,0.541052,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.506000,T,12.279999,F,0.000000,T,18427953,8467901,243214,T,2.993520,T,0.541052,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.655000,T,12.279999,F,0.000000,T,18427953,8467901,243326,T,3.285097,T,0.436332,T,-20.111549,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.655000,T,12.279999,F,0.000000,T,18427954,8467901,243422,T,3.285097,T,0.436332,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.829000,T,12.279999,F,0.000000,T,18427954,8467901,243534,T,3.285097,T,0.436332,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.829000,T,12.279999,F,0.000000,T,18427954,8467901,243629,T,2.993520,T,0.366519,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.016000,T,12.279999,F,0.000000,T,18427954,8467902,243742,T,2.993520,T,0.366519,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.016000,T,12.279999,F,0.000000,T,18427954,8467902,243837,T,3.090713,T,0.279253,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.202000,T,12.279999,F,0.000000,T,18427955,8467902,243960,T,3.090713,T,0.279253,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.333000,T,12.279999,F,0.000000,T,18427955,8467902,244048,T,3.090713,T,0.279253,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.482000,T,12.279999,F,0.000000,T,18427955,8467903,244157,T,2.488121,T,0.244346,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.627000,T,12.279999,F,0.000000,T,18427955,8467903,244256,T,2.488121,T,0.244346,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.758000,T,12.279999,F,0.000000,T,18427955,8467903,244365,T,2.488121,T,0.244346,T,-20.242783,F,0.000000
Primary,200kHz,0.000000,19.600000,T,7.884000,T,12.279999,F,0.000000,T,18427955,8467903,244473,T,3.090713,T,0.157080,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.008000,T,12.279999,F,0.000000,T,18427955,8467904,244580,T,3.090713,T,0.157080,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.136000,T,12.279999,F,0.000000,T,18427956,8467904,244686,T,3.382289,T,0.104720,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.255000,T,12.279999,F,0.000000,T,18427956,8467904,244793,T,3.382289,T,0.104720,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.358000,T,12.279999,F,0.000000,T,18427956,8467905,244900,T,3.382289,T,0.104720,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.448000,T,12.279999,F,0.000000,T,18427956,8467906,244999,T,3.693304,T,6.279600,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.536000,T,12.279999,F,0.000000,T,18427956,8467906,245109,T,3.693304,T,6.279600,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.619000,T,12.279999,F,0.000000,T,18427956,8467906,245310,T,3.382289,T,0.000000,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.684000,T,12.279999,F,0.000000,T,18427956,8467906,245417,T,3.382289,T,0.000000,T,-20.177166,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.724000,T,12.279999,F,0.000000,T,18427956,8467907,245525,T,4.295896,T,6.127800,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.760000,T,12.279999,F,0.000000,T,18427956,8467908,245632,T,4.295896,T,6.127800,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.824000,T,12.279999,F,0.000000,T,18427956,8467908,245737,T,3.887689,T,6.138300,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,8.914000,T,12.279999,F,0.000000,T,18427956,8467908,245846,T,3.887689,T,6.138300,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,9.017000,T,12.279999,F,0.000000,T,18427956,8467908,245961,T,3.887689,T,6.138300,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,9.017000,T,12.279999,F,0.000000,T,18427956,8467908,246057,T,3.382289,T,6.178466,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,9.146000,T,12.279999,F,0.000000,T,18427957,8467910,246168,T,3.382289,T,6.178466,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,9.294000,T,12.279999,F,0.000000,T,18427957,8467910,246274,T,4.082073,T,0.031400,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,19.600000,T,9.435000,T,12.279999,F,0.000000,T,18427957,8467910,246389,T,4.082073,T,0.031400,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.539000,T,12.279999,F,0.000000,T,18427957,8467910,246496,T,4.082073,T,0.031400,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.539000,T,12.279999,F,0.000000,T,18427957,8467910,246503,T,4.082073,T,0.031400,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.561000,T,12.279999,F,0.000000,T,18427957,8467910,246610,T,4.490281,T,6.263900,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.582000,T,12.279999,F,0.000000,T,18427957,8467911,246710,T,4.490281,T,6.263900,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.630000,T,12.279999,F,0.000000,T,18427957,8467912,246818,T,4.684665,T,6.190600,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.635000,T,12.279999,F,0.000000,T,18427957,8467912,246926,T,4.684665,T,6.190600,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.601000,T,12.279999,F,0.000000,T,18427957,8467912,247037,T,4.587472,T,6.215100,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.579000,T,12.279999,F,0.000000,T,18427957,8467913,247143,T,4.587472,T,6.215100,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.563000,T,12.279999,F,0.000000,T,18427957,8467914,247251,T,4.587472,T,6.215100,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.569000,T,12.279999,F,0.000000,T,18427957,8467914,247362,T,4.082073,T,0.034900,T,-20.144356,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.574000,T,12.279999,F,0.000000,T,18427957,8467915,247467,T,4.082073,T,0.034900,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.594000,T,12.279999,F,0.000000,T,18427957,8467916,247576,T,4.490281,T,0.017400,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.606000,T,12.279999,F,0.000000,T,18427957,8467916,247684,T,4.490281,T,0.017400,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.610000,T,12.279999,F,0.000000,T,18427957,8467917,247795,T,4.490281,T,0.017400,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.628000,T,12.279999,F,0.000000,T,18427957,8467917,247900,T,4.684665,T,0.005200,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.629000,T,12.279999,F,0.000000,T,18427957,8467917,248009,T,4.684665,T,0.005200,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.631000,T,12.279999,F,0.000000,T,18427957,8467918,248117,T,4.898488,T,6.267400,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.620000,T,12.279999,F,0.000000,T,18427957,8467919,248317,T,5.190064,T,6.248200,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.606000,T,12.279999,F,0.000000,T,18427957,8467920,248425,T,5.190064,T,6.248200,T,-19.980316,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.593000,T,12.279999,F,0.000000,T,18427957,8467920,248532,T,5.190064,T,6.248200,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.590000,T,12.279999,F,0.000000,T,18427957,8467921,248641,T,4.490281,T,0.068000,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.613000,T,12.279999,F,0.000000,T,18427957,8467921,248747,T,4.490281,T,0.068000,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.641000,T,12.279999,F,0.000000,T,18427957,8467921,248854,T,4.490281,T,0.068000,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.706000,T,12.279999,F,0.000000,T,18427957,8467922,248962,T,4.898488,T,0.043600,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.771000,T,12.279999,F,0.000000,T,18427957,8467923,249069,T,4.898488,T,0.043600,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.841000,T,12.279999,F,0.000000,T,18427957,8467924,249179,T,4.995680,T,6.269200,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.962000,T,12.279999,F,0.000000,T,18427957,8467924,249286,T,4.995680,T,6.269200,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.029000,T,12.279999,F,0.000000,T,18427957,8467924,249394,T,4.995680,T,6.269200,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.029000,T,12.279999,F,0.000000,T,18427957,8467924,249399,T,4.995680,T,6.269200,T,-19.652231,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.041000,T,12.279999,F,0.000000,T,18427957,8467925,249508,T,5.287257,T,6.222000,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.034000,T,12.279999,F,0.000000,T,18427957,8467925,249607,T,5.287257,T,6.222000,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.019000,T,12.279999,F,0.000000,T,18427957,8467926,249718,T,5.792656,T,6.174900,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.059000,T,12.279999,F,0.000000,T,18427957,8467927,249823,T,5.792656,T,6.174900,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.103000,T,12.279999,F,0.000000,T,18427957,8467927,249930,T,5.792656,T,6.174900,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.097000,T,12.279999,F,0.000000,T,18427957,8467927,250040,T,5.384449,T,6.218600,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.078000,T,12.279999,F,0.000000,T,18427957,8467928,250139,T,5.384449,T,6.218600,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.044000,T,12.279999,F,0.000000,T,18427957,8467929,250247,T,5.384449,T,6.218600,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.003000,T,12.279999,F,0.000000,T,18427957,8467929,250357,T,4.198704,T,0.003400,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.971000,T,12.279999,F,0.000000,T,18427957,8467930,250464,T,4.198704,T,0.003400,T,-18.996063,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.940000,T,12.279999,F,0.000000,T,18427957,8467932,250572,T,4.781857,T,6.185400,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.939000,T,12.279999,F,0.000000,T,18427957,8467932,250684,T,4.781857,T,6.185400,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.946000,T,12.279999,F,0.000000,T,18427957,8467933,250788,T,4.781857,T,6.185400,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.952000,T,12.279999,F,0.000000,T,18427957,8467933,250896,T,4.898488,T,6.188900,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.952000,T,12.279999,F,0.000000,T,18427957,8467933,250998,T,4.898488,T,6.188900,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.958000,T,12.279999,F,0.000000,T,18427957,8467933,251107,T,5.092872,T,6.173200,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.976000,T,12.279999,F,0.000000,T,18427956,8467935,251215,T,5.092872,T,6.173200,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.995000,T,12.279999,F,0.000000,T,18427956,8467935,251323,T,4.684665,T,6.148700,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.971000,T,12.279999,F,0.000000,T,18427956,8467936,251426,T,4.684665,T,6.148700,T,-17.946194,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.934000,T,12.279999,F,0.000000,T,18427956,8467936,251534,T,4.684665,T,6.148700,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.890000,T,12.279999,F,0.000000,T,18427956,8467937,251729,T,5.190064,T,6.127800,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.862000,T,12.279999,F,0.000000,T,18427956,8467937,251832,T,5.190064,T,6.127800,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.824000,T,12.279999,F,0.000000,T,18427956,8467938,251940,T,4.995680,T,6.126100,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.784000,T,12.279999,F,0.000000,T,18427956,8467938,252051,T,4.995680,T,6.126100,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.760000,T,12.279999,F,0.000000,T,18427956,8467940,252154,T,4.995680,T,6.122600,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.727000,T,12.279999,F,0.000000,T,18427956,8467941,252253,T,4.995680,T,6.122600,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.767000,T,12.279999,F,0.000000,T,18427956,8467941,252361,T,4.995680,T,6.122600,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.725000,T,12.279999,F,0.000000,T,18427956,8467942,252465,T,4.995680,T,6.119100,T,-16.797899,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.627000,T,12.279999,F,0.000000,T,18427956,8467942,252568,T,4.995680,T,6.119100,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.585000,T,12.279999,F,0.000000,T,18427955,8467943,252671,T,4.898488,T,6.094600,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.473000,T,12.279999,F,0.000000,T,18427955,8467943,252772,T,4.898488,T,6.094600,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.473000,T,12.279999,F,0.000000,T,18427955,8467943,252778,T,4.898488,T,6.094600,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.508000,T,12.279999,F,0.000000,T,18427955,8467944,252890,T,5.481641,T,6.092900,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.548000,T,12.279999,F,0.000000,T,18427955,8467944,252987,T,5.481641,T,6.092900,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.438000,T,12.279999,F,0.000000,T,18427955,8467944,253096,T,5.481641,T,6.092900,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.367000,T,12.279999,F,0.000000,T,18427955,8467945,253202,T,5.287257,T,6.106900,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.241000,T,12.279999,F,0.000000,T,18427955,8467946,253311,T,5.287257,T,6.106900,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.119000,T,12.279999,F,0.000000,T,18427955,8467946,253432,T,4.995680,T,6.120800,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.019000,T,12.309998,F,0.000000,T,18427955,8467947,253525,T,4.995680,T,6.120800,T,-15.715223,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.927000,T,12.309998,F,0.000000,T,18427955,8467948,253633,T,4.995680,T,6.120800,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.850000,T,12.309998,F,0.000000,T,18427955,8467948,253741,T,5.481641,T,6.126100,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.785000,T,12.309998,F,0.000000,T,18427955,8467949,253847,T,5.481641,T,6.126100,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.802000,T,12.309998,F,0.000000,T,18427955,8467949,253965,T,4.995680,T,6.145300,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.802000,T,12.309998,F,0.000000,T,18427955,8467949,254059,T,4.995680,T,6.145300,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.730000,T,12.309998,F,0.000000,T,18427955,8467950,254171,T,4.995680,T,6.145300,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.632000,T,12.309998,F,0.000000,T,18427955,8467951,254277,T,5.384449,T,6.204600,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.537000,T,12.309998,F,0.000000,T,18427955,8467952,254387,T,5.384449,T,6.204600,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.524000,T,12.309998,F,0.000000,T,18427955,8467952,254494,T,5.287257,T,6.262200,T,-15.059055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.487000,T,12.309998,F,0.000000,T,18427955,8467954,254695,T,5.287257,T,6.262200,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.455000,T,12.309998,F,0.000000,T,18427955,8467954,254802,T,5.598272,T,0.022600,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.429000,T,12.309998,F,0.000000,T,18427955,8467955,254912,T,5.598272,T,0.022600,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.427000,T,12.309998,F,0.000000,T,18427955,8467956,255018,T,5.384449,T,0.095900,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.429000,T,12.309998,F,0.000000,T,18427955,8467956,255126,T,5.384449,T,0.095900,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.445000,T,12.309998,F,0.000000,T,18427955,8467957,255234,T,5.384449,T,0.095900,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.475000,T,12.309998,F,0.000000,T,18427955,8467957,255343,T,4.995680,T,0.151800,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.511000,T,12.309998,F,0.000000,T,18427955,8467958,255452,T,4.995680,T,0.151800,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.615000,T,12.309998,F,0.000000,T,18427955,8467958,255560,T,5.481641,T,0.191900,T,-14.665354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.694000,T,12.309998,F,0.000000,T,18427956,8467959,255670,T,5.481641,T,0.191900,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.746000,T,12.309998,F,0.000000,T,18427956,8467959,255778,T,5.092872,T,0.336800,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.746000,T,12.309998,F,0.000000,T,18427956,8467959,255784,T,5.092872,T,0.336800,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.822000,T,12.309998,F,0.000000,T,18427956,8467960,255895,T,5.092872,T,0.336800,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.914000,T,12.309998,F,0.000000,T,18427956,8467961,255994,T,5.092872,T,0.336800,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.996000,T,12.309998,F,0.000000,T,18427956,8467961,256105,T,5.092872,T,0.383900,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.104000,T,12.309998,F,0.000000,T,18427956,8467961,256208,T,5.092872,T,0.383900,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.238000,T,12.309998,F,0.000000,T,18427957,8467962,256310,T,3.596112,T,0.801100,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.382000,T,12.309998,F,0.000000,T,18427958,8467962,256418,T,3.596112,T,0.801100,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.477000,T,12.309998,F,0.000000,T,18427958,8467962,256526,T,3.596112,T,0.801100,T,-14.041996,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.532000,T,12.309998,F,0.000000,T,18427958,8467963,256635,T,3.887689,T,0.694600,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.579000,T,12.309998,F,0.000000,T,18427958,8467963,256742,T,3.887689,T,0.694600,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.627000,T,12.309998,F,0.000000,T,18427958,8467963,256848,T,3.887689,T,0.694600,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.680000,T,12.309998,F,0.000000,T,18427959,8467964,256962,T,4.995680,T,0.520100,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.680000,T,12.309998,F,0.000000,T,18427959,8467964,257059,T,4.995680,T,0.520100,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.758000,T,12.309998,F,0.000000,T,18427959,8467965,257171,T,5.695464,T,0.499100,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.809000,T,12.309998,F,0.000000,T,18427960,8467966,257275,T,5.695464,T,0.499100,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.867000,T,12.309998,F,0.000000,T,18427960,8467967,257384,T,5.695464,T,0.499100,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.933000,T,12.309998,F,0.000000,T,18427960,8467967,257489,T,5.092872,T,0.591600,T,-13.713907,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.027000,T,12.309998,F,0.000000,T,18427961,8467968,257691,T,5.092872,T,0.591600,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.070000,T,12.309998,F,0.000000,T,18427961,8467968,257798,T,5.190064,T,0.548000,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.085000,T,12.309998,F,0.000000,T,18427961,8467968,257905,T,5.190064,T,0.548000,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.115000,T,12.309998,F,0.000000,T,18427962,8467969,258010,T,5.092872,T,0.689400,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.149000,T,12.309998,F,0.000000,T,18427962,8467969,258120,T,5.092872,T,0.689400,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.173000,T,12.309998,F,0.000000,T,18427963,8467970,258225,T,5.092872,T,0.689400,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.241000,T,12.309998,F,0.000000,T,18427963,8467970,258332,T,5.481641,T,0.589900,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.264000,T,12.309998,F,0.000000,T,18427963,8467970,258442,T,5.481641,T,0.589900,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.280000,T,12.309998,F,0.000000,T,18427964,8467971,258547,T,5.481641,T,0.589900,T,-13.648291,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.260000,T,12.309998,F,0.000000,T,18427965,8467972,258656,T,5.092872,T,0.734700,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.281000,T,12.309998,F,0.000000,T,18427965,8467972,258762,T,5.092872,T,0.734700,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.281000,T,12.309998,F,0.000000,T,18427965,8467972,258768,T,5.092872,T,0.734700,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.274000,T,12.309998,F,0.000000,T,18427965,8467973,258877,T,5.092872,T,0.764400,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.264000,T,12.309998,F,0.000000,T,18427966,8467974,258986,T,5.092872,T,0.764400,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.264000,T,12.309998,F,0.000000,T,18427966,8467974,259083,T,5.092872,T,0.764400,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.196000,T,12.309998,F,0.000000,T,18427966,8467974,259194,T,5.287257,T,0.740000,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.172000,T,12.309998,F,0.000000,T,18427967,8467974,259303,T,5.287257,T,0.740000,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.174000,T,12.309998,F,0.000000,T,18427967,8467974,259401,T,5.695464,T,0.509600,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.186000,T,12.309998,F,0.000000,T,18427967,8467976,259509,T,5.695464,T,0.509600,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.198000,T,12.309998,F,0.000000,T,18427968,8467977,259616,T,5.481641,T,0.651000,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.211000,T,12.309998,F,0.000000,T,18427968,8467977,259724,T,5.481641,T,0.651000,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.210000,T,12.309998,F,0.000000,T,18427969,8467977,259831,T,5.481641,T,0.651000,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.230000,T,12.309998,F,0.000000,T,18427969,8467977,259938,T,5.287257,T,0.809800,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.296000,T,12.309998,F,0.000000,T,18427969,8467978,260045,T,5.287257,T,0.809800,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.327000,T,12.309998,F,0.000000,T,18427969,8467978,260153,T,5.384449,T,0.731200,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.348000,T,12.309998,F,0.000000,T,18427970,8467979,260263,T,5.384449,T,0.731200,T,-13.779527,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.388000,T,12.309998,F,0.000000,T,18427970,8467979,260367,T,5.287257,T,0.790600,T,-13.779527,F,0.000000
